transaction_id,id,customer_id,transaction_date,online_order,order_status,list_price,standard_cost
154,1,3383,2017-04-06,True,Approved,2091.47,388.92
155,154,982,2017-11-04,True,Approved,688.63,612.88
156,36,676,2017-08-22,True,Approved,1842.92,1105.75
157,156,385,2017-09-15,True,Approved,748.17,448.9
158,76,1229,2017-03-01,True,Approved,175.89,131.92
159,158,3232,2017-08-16,False,Approved,1466.68,363.25
160,136,3300,2017-08-27,False,Approved,1656.86,
161,160,2381,2017-07-10,False,Approved,792.9,594.68
162,4,371,2017-12-11,False,Approved,1765.3,709.48
163,77,2519,2017-05-20,True,Approved,1073.07,933.84
164,90,2264,2017-07-30,False,Approved,1024.66,614.8
165,1,2637,2017-10-25,True,Approved,2091.47,388.92
166,4,3262,2017-11-27,False,Approved,1765.3,709.48
167,166,3177,2017-04-26,,Approved,363.01,290.41
168,78,2267,2017-02-02,False,Approved,1179.0,707.4
169,168,456,2017-05-02,False,Approved,202.62,151.96
170,52,404,2017-10-16,,Approved,227.88,136.73
171,170,3121,2017-10-22,False,Approved,1036.59,206.35
172,44,2365,2017-04-11,True,Approved,1894.19,598.76
173,170,2528,2017-11-16,False,Approved,1036.59,206.35
174,158,3151,2017-12-17,False,Approved,1466.68,363.25
175,5,3241,2017-12-23,False,Approved,1538.99,829.65
176,175,1335,2017-03-30,True,Approved,1228.07,400.91
177,166,2234,2017-04-13,False,Approved,363.01,290.41
178,73,3226,2017-07-25,True,Approved,183.86,137.9
179,89,1365,2017-01-31,False,Approved,478.16,298.72
180,117,3349,2017-03-18,True,Approved,1775.81,1580.47
181,90,1002,2017-02-24,False,Approved,1024.66,614.8
182,13,2282,2017-02-18,False,Approved,1661.92,1479.11
183,43,2656,2017-01-07,False,Approved,1289.85,74.51
184,183,2409,2017-07-05,True,Approved,1842.92,1105.75
185,29,1711,2017-11-19,False,Approved,642.31,513.85
186,90,2582,2017-11-08,True,Approved,1024.66,614.8
187,186,1005,2017-07-24,True,Approved,1873.97,863.95
188,1,1597,2017-01-15,True,Approved,2091.47,388.92
189,73,2713,2017-01-12,True,Approved,183.86,137.9
190,2,1435,2017-11-27,True,Approved,1793.43,248.82
191,190,1477,2017-06-30,True,Approved,774.53,464.72
192,191,1614,2017-07-15,True,Approved,230.91,173.18
193,9,1254,2017-06-22,True,Approved,1231.15,161.6
194,5,1423,2017-05-02,False,Approved,1538.99,829.65
195,194,276,2017-12-27,False,Approved,586.45,521.94
196,195,1315,2017-12-21,True,Approved,12.01,7.21
197,94,591,2017-05-23,True,Approved,441.49,84.99
198,175,1017,2017-02-02,False,Approved,1762.96,950.52
199,17,2123,2017-06-08,False,Approved,1311.44,1167.18
200,199,2889,2017-04-15,True,Approved,1890.39,260.14
201,200,3208,2017-09-05,True,Approved,533.51,400.13
202,201,2406,2017-02-26,True,Approved,688.63,612.88
203,146,2041,2017-07-29,False,Approved,544.05,376.84
204,194,1598,2017-07-03,True,Approved,586.45,521.94
205,74,1842,2017-05-27,True,Approved,912.52,141.4
206,205,141,2017-05-05,False,Approved,1129.13,677.48
207,56,1321,2017-09-09,False,Approved,1635.3,993.66
208,207,183,2017-05-21,False,Approved,2005.66,1203.4
209,208,2591,2017-09-22,False,Approved,1415.01,1259.36
210,209,3356,2017-04-12,True,Approved,1483.2,99.59
211,210,766,2017-05-07,True,Approved,1458.17,874.9
212,211,1596,2017-01-13,False,Approved,1469.44,596.55
213,212,520,2017-12-14,False,Approved,1148.64,689.18
214,43,868,2017-03-22,True,Approved,1289.85,74.51
215,4,2999,2017-09-30,False,Approved,1765.3,709.48
216,28,352,2017-11-29,True,Approved,360.4,270.3
217,113,1140,2017-06-09,False,Approved,1873.97,863.95
218,217,621,2017-04-21,False,Approved,1894.19,598.76
219,218,3307,2017-11-13,False,Approved,590.26,525.33
220,158,1502,2017-04-09,True,Approved,1466.68,363.25
221,62,936,2017-05-08,False,Approved,1403.5,954.82
222,221,939,2017-07-08,True,Approved,1703.52,1516.13
223,218,2698,2017-11-30,False,Approved,590.26,525.33
224,160,579,2017-04-25,True,Approved,792.9,594.68
225,18,2036,2017-03-30,True,Approved,1292.84,13.44
226,221,3077,2017-03-10,False,Approved,1703.52,1516.13
227,48,369,2017-03-16,True,Approved,235.63,125.07
228,227,821,2017-04-04,True,Approved,1163.89,589.27
229,27,2687,2017-03-13,True,Approved,574.64,459.71
230,48,681,2017-12-23,True,Approved,235.63,125.07
231,230,37,2017-08-12,True,Approved,1793.43,248.82
232,231,3002,2017-08-04,False,Approved,748.17,448.9
233,143,396,2017-09-01,False,Approved,1890.39,260.14
234,183,550,2017-09-01,True,Approved,1842.92,1105.75
235,50,1605,2017-07-02,False,Approved,1240.31,795.1
236,235,2325,2017-08-31,True,Approved,1311.44,1167.18
237,201,1420,2017-03-11,True,Approved,688.63,612.88
238,9,3099,2017-10-08,False,Approved,1231.15,161.6
239,11,1645,2017-10-01,True,Approved,71.16,56.93
240,81,546,2017-11-23,False,Approved,1071.23,380.74
241,48,2885,2017-03-27,True,Approved,235.63,125.07
242,199,2740,2017-12-04,False,Approved,1890.39,260.14
243,209,3166,2017-11-13,True,Approved,1483.2,99.59
244,243,3487,2017-12-20,True,Approved,1992.93,762.63
245,17,2890,2017-09-22,True,Approved,1311.44,1167.18
246,123,3370,2017-01-22,False,Approved,795.34,101.58
247,79,3393,2017-01-29,True,Approved,958.74,748.9
248,199,2410,2017-07-21,False,Approved,1890.39,260.14
249,11,3466,2017-02-10,True,Approved,71.16,56.93
250,249,1454,2017-11-25,False,Cancelled,1762.96,950.52
251,209,1967,2017-04-11,,Approved,1483.2,99.59
252,4,3089,2017-12-03,False,Approved,1765.3,709.48
253,218,3123,2017-12-30,False,Approved,590.26,525.33
254,8,2692,2017-07-26,False,Approved,1071.23,380.74
255,146,2801,2017-04-01,True,Cancelled,544.05,376.84
256,227,1580,2017-10-22,True,Approved,1577.53,826.51
257,135,352,2017-03-22,False,Approved,1807.45,778.69
258,97,1777,2017-06-15,True,Approved,533.51,400.13
259,78,142,2017-07-06,True,Approved,1179.0,707.4
260,150,3393,2017-12-28,False,Approved,230.91,173.18
261,90,599,2017-05-09,False,Approved,1024.66,614.8
262,57,1258,2017-01-18,False,Approved,100.35,75.26
263,125,3405,2017-10-22,True,Approved,795.34,101.58
264,263,3198,2017-01-30,False,Approved,1577.53,826.51
265,117,834,2017-06-26,False,Approved,1775.81,1580.47
266,40,3467,2017-11-07,True,Approved,1769.64,108.76
267,160,3436,2017-08-13,True,Approved,792.9,594.68
268,267,1516,2017-08-27,False,Approved,1636.9,44.71
269,139,2833,2017-01-25,True,Approved,1274.93,764.96
270,0,2362,2017-02-13,False,Approved,71.49,53.62
271,20,2337,2017-07-11,False,Approved,499.53,388.72
272,119,2149,2017-04-30,True,Approved,358.39,215.03
273,47,2133,2017-05-19,False,Approved,1151.96,649.49
274,52,360,2017-05-26,True,Approved,227.88,136.73
275,42,2969,2017-02-03,True,Approved,642.31,513.85
276,275,1720,2017-04-28,False,Approved,575.27,431.45
277,100,2904,2017-03-23,False,Approved,1148.64,689.18
278,149,754,2017-06-03,False,Approved,742.54,667.4
279,62,1826,2017-04-25,False,Approved,1403.5,954.82
280,132,2487,2017-04-08,False,Approved,1065.03,230.09
281,210,2815,2017-02-18,False,Approved,1458.17,874.9
282,31,541,2017-05-04,False,Approved,1403.5,954.82
283,13,302,2017-03-29,False,Approved,1661.92,1479.11
284,40,2024,2017-10-03,True,Approved,1769.64,108.76
285,249,142,2017-07-27,True,Approved,1762.96,950.52
286,73,768,2017-08-07,True,Approved,183.86,137.9
287,109,2147,2017-02-07,True,Approved,1289.85,74.51
288,109,529,2017-11-20,True,Approved,945.04,507.58
289,227,825,2017-02-23,False,Approved,1163.89,589.27
290,44,624,2017-04-05,True,Approved,1894.19,598.76
291,263,2302,2017-11-07,False,Approved,1577.53,826.51
292,291,3380,2017-10-28,False,Approved,1977.36,1759.85
293,292,314,2017-11-19,False,Approved,227.88,136.73
294,16,1079,2017-08-25,True,Approved,1555.58,818.01
295,139,1643,2017-01-20,True,Approved,1274.93,764.96
296,57,1524,2017-03-14,True,Approved,100.35,75.26
297,275,3205,2017-04-14,True,Approved,575.27,431.45
298,90,2860,2017-11-20,True,Approved,1024.66,614.8
299,227,772,2017-05-24,False,Approved,1163.89,589.27
300,67,323,2017-03-25,True,Approved,1129.13,677.48
301,4,2530,2017-03-24,,Approved,1765.3,709.48
302,116,2426,2017-03-17,True,Approved,1810.0,1610.9
303,249,1883,2017-11-18,False,Approved,1762.96,950.52
304,9,2745,2017-04-07,False,Approved,1231.15,161.6
305,50,2819,2017-01-04,False,Approved,1240.31,795.1
306,305,792,2017-12-13,False,Approved,2005.66,1203.4
307,62,923,2017-04-20,False,Approved,1403.5,954.82
308,144,3353,2017-07-21,False,Approved,980.37,234.43
309,267,3394,2017-11-27,False,Approved,1636.9,44.71
310,113,3213,2017-10-21,False,Approved,1873.97,863.95
311,71,3260,2017-03-07,False,Approved,1769.64,108.76
312,31,1015,2017-12-04,False,Approved,1403.5,954.82
313,47,2266,2017-01-25,False,Approved,1151.96,649.49
314,52,58,2017-08-20,True,Approved,227.88,136.73
315,217,3118,2017-12-18,True,Approved,1894.19,598.76
316,89,1414,2017-08-01,False,Approved,478.16,298.72
317,166,2202,2017-06-19,True,Approved,363.01,290.41
318,49,2144,2017-05-31,True,Approved,642.7,211.37
319,135,1033,2017-10-09,True,Approved,1807.45,778.69
320,79,2157,2017-06-20,True,Approved,958.74,748.9
321,109,1097,2017-01-23,False,Approved,945.04,507.58
322,9,2757,2017-04-19,False,Approved,1231.15,161.6
323,146,87,2017-11-08,True,Approved,544.05,376.84
324,323,2049,2017-10-11,False,Approved,1636.9,44.71
325,89,952,2017-11-14,True,Approved,478.16,298.72
326,44,1745,2017-01-20,False,Approved,1894.19,598.76
327,31,40,2017-05-09,True,Approved,1403.5,954.82
328,112,372,2017-10-17,True,Approved,358.39,215.03
329,16,1627,2017-08-11,True,Approved,1555.58,818.01
330,31,444,2017-11-15,False,Approved,1403.5,954.82
331,330,217,2017-05-23,False,Approved,586.45,521.94
332,183,1656,2017-08-02,True,Approved,1842.92,1105.75
333,332,485,2017-12-16,True,Approved,1280.28,829.51
334,333,2252,2017-02-21,False,Approved,774.53,464.72
335,98,3103,2017-11-01,False,Approved,569.56,528.43
336,44,506,2017-10-05,True,Approved,1894.19,598.76
337,212,1615,2017-10-30,,Approved,1148.64,689.18
338,49,1881,2017-01-02,True,Approved,642.7,211.37
339,135,2903,2017-12-04,True,Approved,1807.45,778.69
340,97,1274,2017-12-16,False,Approved,533.51,400.13
341,31,1443,2017-08-27,False,Approved,1403.5,954.82
342,121,2091,2017-03-14,False,Approved,1777.8,820.78
343,330,1478,2017-03-11,,Approved,586.45,521.94
344,235,1493,2017-07-09,False,Approved,1311.44,1167.18
345,80,1614,2017-03-21,False,Approved,792.9,594.68
346,249,476,2017-07-19,False,Approved,1762.96,950.52
347,13,1777,2017-04-12,True,Approved,1661.92,1479.11
348,210,940,2017-08-11,False,Approved,1458.17,874.9
349,170,2930,2017-10-20,True,Approved,1036.59,206.35
350,20,2354,2017-10-26,True,Approved,499.53,388.72
351,350,1582,2017-06-15,False,Approved,1061.56,733.58
352,190,416,2017-06-19,False,Approved,774.53,464.72
353,100,1013,2017-04-20,True,Approved,1148.64,689.18
354,353,533,2017-11-14,False,Approved,2083.94,675.03
355,23,968,2017-03-22,True,Approved,1538.99,829.65
356,3,727,2017-07-09,True,Approved,1198.46,381.1
357,50,1160,2017-04-13,False,Approved,1240.31,795.1
358,52,3425,2017-12-06,True,Approved,227.88,136.73
359,140,1614,2017-11-10,True,Approved,1945.43,333.18
360,359,2140,2017-04-26,True,Approved,1240.31,795.1
361,7,2589,2017-01-31,False,Approved,1292.84,13.44
362,144,2920,2017-09-22,True,Approved,980.37,234.43
363,91,62,2017-08-14,True,Approved,1945.43,333.18
364,49,1112,2017-09-13,False,Approved,642.7,211.37
365,108,1995,2017-05-03,True,Approved,1812.75,582.48
366,64,1965,2017-08-22,False,Approved,1216.14,1082.36
367,136,1614,2017-03-10,False,Approved,850.89,
368,305,366,2017-01-24,True,Approved,2005.66,1203.4
369,138,2682,2017-07-29,False,Approved,1179.0,707.4
370,4,2993,2017-08-03,True,Approved,1765.3,709.48
371,40,1887,2017-08-28,False,Approved,1769.64,108.76
372,73,1692,2017-08-16,True,Approved,183.86,137.9
373,31,1927,2017-06-24,False,Approved,1403.5,954.82
374,79,2567,2017-03-07,False,Approved,958.74,748.9
375,374,3276,2017-07-05,True,Approved,1362.99,57.74
376,99,1808,2017-02-09,False,Approved,478.16,298.72
377,144,2368,2017-10-17,False,Approved,980.37,234.43
378,125,470,2017-10-27,False,Approved,795.34,101.58
379,117,3270,2017-03-03,False,Approved,1775.81,1580.47
380,1,1683,2017-08-20,True,Approved,2091.47,388.92
381,36,880,2017-09-18,True,Approved,1842.92,1105.75
382,353,309,2017-12-02,True,Approved,2083.94,675.03
383,108,1698,2017-11-28,True,Approved,1812.75,582.48
384,8,1434,2017-08-28,False,Approved,1071.23,380.74
385,217,2712,2017-05-14,False,Approved,1894.19,598.76
386,227,892,2017-10-01,False,Approved,1163.89,589.27
387,170,832,2017-10-15,True,Approved,1036.59,206.35
388,12,1033,2017-05-03,True,Approved,1057.51,154.4
389,90,2834,2017-02-15,True,Approved,1024.66,614.8
390,16,3015,2017-01-04,False,Approved,1555.58,818.01
391,333,3484,2017-10-12,False,Approved,774.53,464.72
392,149,2775,2017-03-19,False,Approved,742.54,667.4
393,74,1208,2017-08-30,True,Approved,912.52,141.4
394,332,2109,2017-06-29,False,Approved,1280.28,829.51
395,394,3195,2017-10-12,True,Approved,1151.96,649.49
396,3,3366,2017-06-27,True,Approved,1198.46,381.1
397,7,2492,2017-02-27,False,Approved,1292.84,13.44
398,52,389,2017-03-12,True,Approved,227.88,136.73
399,353,1306,2017-12-18,,Approved,2083.94,675.03
400,99,552,2017-07-24,True,Approved,71.49,53.62
401,23,3009,2017-05-05,False,Approved,1538.99,829.65
402,3,2925,2017-06-14,False,Approved,1198.46,381.1
403,147,140,2017-02-17,False,Approved,1386.84,1234.29
404,146,209,2017-09-14,True,Approved,544.05,376.84
405,42,225,2017-06-19,False,Approved,642.31,513.85
406,119,1595,2017-04-17,False,Approved,358.39,215.03
407,136,2559,2017-06-14,True,Approved,710.59,
408,275,769,2017-12-11,False,Approved,575.27,431.45
409,201,1282,2017-05-08,False,Approved,688.63,612.88
410,23,2377,2017-03-07,False,Approved,1538.99,829.65
411,89,3355,2017-12-30,False,Approved,478.16,298.72
412,117,2350,2017-05-11,True,Approved,1775.81,1580.47
413,59,720,2017-09-09,False,Approved,1977.36,1759.85
414,135,3249,2017-02-02,True,Approved,1807.45,778.69
415,42,2939,2017-10-01,True,Approved,642.31,513.85
416,90,1035,2017-11-03,True,Approved,1024.66,614.8
417,91,492,2017-10-02,False,Approved,1945.43,333.18
418,108,3100,2017-12-10,True,Approved,1812.75,582.48
419,418,1586,2017-04-19,False,Approved,1231.15,161.6
420,419,31,2017-05-25,True,Approved,742.54,667.4
421,420,887,2017-04-28,False,Approved,1216.14,1082.36
422,139,3356,2017-08-26,False,Approved,1274.93,764.96
423,23,2498,2017-09-15,True,Approved,1538.99,829.65
424,51,3415,2017-03-03,True,Approved,1635.3,993.66
425,424,2828,2017-09-06,False,Approved,1703.52,1516.13
426,108,3117,2017-04-24,True,Approved,1812.75,582.48
427,105,2850,2017-11-19,False,Approved,495.72,297.43
428,89,2779,2017-11-30,True,Approved,478.16,298.72
429,84,683,2017-12-15,False,Approved,290.62,215.14
430,81,2342,2017-10-26,False,Approved,1071.23,380.74
431,144,3388,2017-02-12,False,Approved,980.37,234.43
432,16,1968,2017-06-19,True,Approved,1555.58,818.01
433,108,2923,2017-12-17,True,Approved,1812.75,582.48
434,146,15,2017-03-10,False,Approved,544.05,376.84
435,434,2659,2017-07-22,True,Approved,1483.2,99.59
436,130,3417,2017-09-26,True,Approved,1172.78,1043.77
437,227,1862,2017-08-27,True,Approved,1577.53,826.51
438,42,1670,2017-04-17,False,Approved,642.31,513.85
439,17,2126,2017-12-05,True,Approved,1311.44,1167.18
440,18,2702,2017-10-20,True,Approved,1292.84,13.44
441,132,125,2017-02-25,True,Approved,1065.03,230.09
442,209,750,2017-04-24,True,Approved,1483.2,99.59
443,442,359,2017-01-25,False,Approved,1280.28,829.51
444,17,2820,2017-09-10,False,Approved,1311.44,1167.18
445,135,850,2017-11-25,True,Approved,1807.45,778.69
446,76,3072,2017-05-23,False,Approved,175.89,131.92
447,99,820,2017-06-23,False,Approved,71.49,53.62
448,67,919,2017-09-28,True,Approved,1129.13,677.48
449,107,1250,2017-03-31,False,Approved,1992.93,762.63
450,10,1655,2017-05-01,False,Approved,574.64,459.71
451,450,1194,2017-12-02,True,Approved,543.39,407.54
452,211,234,2017-03-20,False,Approved,1469.44,596.55
453,149,724,2017-11-22,False,Approved,742.54,667.4
454,149,1976,2017-05-03,False,Approved,742.54,667.4
455,121,193,2017-08-16,True,Approved,1777.8,820.78
456,80,1588,2017-01-30,True,Approved,792.9,594.68
457,170,290,2017-10-10,False,Approved,1036.59,206.35
458,235,167,2017-03-25,False,Approved,1311.44,1167.18
459,207,2821,2017-04-29,True,Approved,2005.66,1203.4
460,81,1201,2017-08-07,False,Approved,1071.23,380.74
461,43,893,2017-07-09,False,Approved,1289.85,74.51
462,89,2794,2017-09-05,True,Approved,478.16,298.72
463,130,3166,2017-07-14,True,Approved,1172.78,1043.77
464,194,1422,2017-10-13,False,Approved,586.45,521.94
465,150,3476,2017-04-17,False,Approved,230.91,173.18
466,227,505,2017-06-24,True,Approved,1577.53,826.51
467,350,1132,2017-10-15,False,Approved,1061.56,733.58
468,125,2363,2017-11-02,True,Approved,795.34,101.58
469,9,1816,2017-10-11,False,Approved,1231.15,161.6
470,275,73,2017-04-30,False,Approved,575.27,431.45
471,275,647,2017-01-21,True,Approved,575.27,431.45
472,218,1304,2017-02-09,True,Approved,590.26,525.33
473,305,344,2017-11-11,False,Approved,2005.66,1203.4
474,275,1001,2017-10-07,True,Approved,575.27,431.45
475,13,2724,2017-08-10,False,Approved,1661.92,1479.11
476,475,1787,2017-08-19,True,Approved,1466.68,363.25
477,91,367,2017-02-12,,Approved,1945.43,333.18
478,112,524,2017-01-18,True,Approved,358.39,215.03
479,160,479,2017-09-08,True,Approved,792.9,594.68
480,442,1782,2017-04-17,True,Approved,1280.28,829.51
481,13,361,2017-03-15,True,Approved,1661.92,1479.11
482,90,1135,2017-04-22,False,Approved,1024.66,614.8
483,350,1591,2017-02-15,True,Approved,1061.56,733.58
484,1,941,2017-05-04,True,Approved,2091.47,388.92
485,323,804,2017-03-17,False,Approved,1636.9,44.71
486,5,2729,2017-07-24,True,Approved,1538.99,829.65
487,20,223,2017-02-15,True,Approved,499.53,388.72
488,158,1571,2017-09-09,True,Approved,1466.68,363.25
489,212,2747,2017-01-25,False,Approved,1148.64,689.18
